"id","sex","race_ethnicity","education","completed_fertility","birth_control_education_male","birth_control_education_female","birth_control_education","first_birth_month","first_birth_year","fin_lit_score_mean","fin_lit_waves","ever_emergency_savings","emergency_savings_waves"
6482,"Female","Black",10,5,NA,1,1,7,1979,NA,NA,NA,NA
6483,"Female","Black",10,1,NA,NA,NA,1,1985,NA,NA,NA,NA
6484,"Male","Black",12,1,1,NA,1,11,2006,2,1,1,2
6485,"Female","Black",16,1,NA,0,0,8,1988,3,1,1,2
6486,"Female","Black",11,2,NA,0,0,11,1979,2,1,0,1
6487,"Female","Non-Black, non-Hispanic",10,3,NA,0,0,4,1976,NA,NA,NA,NA
6488,"Male","Black",12,2,0,NA,0,7,1986,3,1,1,1
6489,"Female","Black",16,1,NA,1,1,11,1985,3,1,1,2
6490,"Male","Black",12,1,0,NA,0,6,2001,NA,NA,0,2
6491,"Male","Black",15,1,1,NA,1,11,1987,3,1,0,2
6492,"Male","Black",8,2,0,NA,0,9,1979,NA,NA,NA,NA
6493,"Male","Black",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
6494,"Male","Black",10,1,1,NA,1,10,1980,NA,NA,1,1
6495,"Male","Black",12,1,1,NA,1,12,1982,4,1,0,1
6496,"Male","Black",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
6497,"Male","Black",16,2,1,NA,1,1,1989,4,1,1,2
6498,"Male","Black",12,0,1,NA,1,NA,NA,5,1,0,2
6499,"Male","Black",12,4,0,NA,0,3,1979,3,1,1,2
6500,"Male","Black",12,1,0,NA,0,7,1987,3,1,0,2
6501,"Male","Black",14,4,1,NA,1,11,1976,3,1,0,1
6502,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,8,1985,NA,NA,NA,NA
6503,"Female","Black",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
6504,"Male","Black",16,0,0,NA,0,NA,NA,NA,NA,NA,NA
6505,"Female","Black",12,0,NA,1,1,NA,NA,5,1,1,2
6506,"Male","Black",14,0,0,NA,0,NA,NA,NA,NA,NA,NA
6507,"Male","Black",12,0,1,NA,1,NA,NA,3,1,1,2
6508,"Male","Black",8,3,0,NA,0,2,1988,3,1,0,2
6509,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
6510,"Female","Black",12,0,NA,0,0,NA,NA,4,1,0,1
6511,"Male","Black",12,2,0,NA,0,4,1984,4,1,0,1
6512,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,11,1976,NA,NA,NA,NA
6513,"Female","Black",16,2,NA,0,0,2,1986,1,1,1,1
6514,"Male","Black",16,1,0,NA,0,10,1990,NA,NA,NA,NA
6515,"Female","Black",18,2,NA,0,0,3,1996,1,1,0,2
6516,"Female","Black",12,5,NA,1,1,10,1979,3,1,1,2
6517,"Male","Black",15,2,1,NA,1,6,1990,3,1,1,2
6518,"Male","Black",18,0,1,NA,1,NA,NA,3,1,0,2
6519,"Female","Non-Black, non-Hispanic",12,0,NA,0,0,NA,NA,NA,NA,NA,NA
6520,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,11,1982,NA,NA,NA,NA
6521,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,11,1979,NA,NA,NA,NA
6522,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,12,1978,NA,NA,NA,NA
6523,"Female","Non-Black, non-Hispanic",7,7,NA,0,0,1,1976,NA,NA,NA,NA
6524,"Female","Non-Black, non-Hispanic",16,2,NA,0,0,11,1987,NA,NA,NA,NA
6525,"Female","Non-Black, non-Hispanic",12,4,NA,1,1,6,1978,NA,NA,NA,NA
6526,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,4,1982,NA,NA,NA,NA
6527,"Male","Non-Black, non-Hispanic",8,1,0,NA,0,10,1988,NA,NA,NA,NA
6528,"Male","Non-Black, non-Hispanic",11,0,0,NA,0,NA,NA,NA,NA,NA,NA
6529,"Female","Non-Black, non-Hispanic",12,0,NA,0,0,NA,NA,NA,NA,NA,NA
6530,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,3,1985,NA,NA,NA,NA
6531,"Male","Non-Black, non-Hispanic",12,4,1,NA,1,12,1983,NA,NA,NA,NA
6532,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,9,1979,NA,NA,NA,NA
6533,"Female","Non-Black, non-Hispanic",8,0,NA,0,0,NA,NA,NA,NA,NA,NA
6534,"Female","Non-Black, non-Hispanic",9,1,NA,0,0,9,1987,NA,NA,NA,NA
6535,"Male","Non-Black, non-Hispanic",8,0,0,NA,0,NA,NA,NA,NA,NA,NA
6536,"Female","Non-Black, non-Hispanic",11,2,NA,0,0,5,1975,NA,NA,NA,NA
6537,"Male","Non-Black, non-Hispanic",7,1,0,NA,0,7,1985,NA,NA,NA,NA
6538,"Female","Non-Black, non-Hispanic",10,3,NA,0,0,12,1974,NA,NA,NA,NA
6539,"Female","Non-Black, non-Hispanic",16,1,NA,1,1,10,1988,NA,NA,NA,NA
6540,"Female","Non-Black, non-Hispanic",16,1,NA,0,0,2,1986,NA,NA,NA,NA
6541,"Female","Non-Black, non-Hispanic",16,1,NA,1,1,12,1983,NA,NA,NA,NA
6542,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,NA,NA,NA,NA
6543,"Female","Non-Black, non-Hispanic",16,1,NA,1,1,5,1985,NA,NA,NA,NA
6544,"Male","Non-Black, non-Hispanic",16,1,0,NA,0,3,1982,NA,NA,NA,NA
6545,"Female","Non-Black, non-Hispanic",15,0,NA,1,1,NA,NA,NA,NA,NA,NA
6546,"Male","Non-Black, non-Hispanic",17,2,1,NA,1,6,1987,NA,NA,NA,NA
6547,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,NA,NA,NA,NA
6548,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,12,1980,NA,NA,NA,NA
6549,"Female","Non-Black, non-Hispanic",9,1,NA,0,0,11,1986,NA,NA,NA,NA
6550,"Male","Non-Black, non-Hispanic",16,1,0,NA,0,6,1985,NA,NA,NA,NA
6551,"Male","Non-Black, non-Hispanic",9,1,NA,NA,NA,8,1984,NA,NA,NA,NA
6552,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,11,1987,NA,NA,NA,NA
6553,"Male","Non-Black, non-Hispanic",9,1,1,NA,1,11,1984,NA,NA,NA,NA
6554,"Female","Non-Black, non-Hispanic",8,1,NA,0,0,12,1974,NA,NA,NA,NA
6555,"Female","Black",13,1,NA,1,1,7,1983,3,1,0,2
6556,"Female","Non-Black, non-Hispanic",16,3,NA,0,0,11,1981,NA,NA,NA,NA
6557,"Male","Non-Black, non-Hispanic",18,0,1,NA,1,NA,NA,NA,NA,NA,NA
6558,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,6,1986,NA,NA,NA,NA
6559,"Male","Non-Black, non-Hispanic",17,1,1,NA,1,5,1987,NA,NA,NA,NA
6560,"Male","Non-Black, non-Hispanic",16,3,1,NA,1,11,1982,NA,NA,NA,NA
6561,"Male","Non-Black, non-Hispanic",19,2,0,NA,0,4,1986,NA,NA,NA,NA
6562,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,8,1981,NA,NA,NA,NA
6563,"Female","Non-Black, non-Hispanic",17,2,NA,0,0,11,1981,NA,NA,NA,NA
6564,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
6565,"Female","Non-Black, non-Hispanic",18,0,NA,1,1,NA,NA,NA,NA,NA,NA
6566,"Female","Non-Black, non-Hispanic",16,0,NA,0,0,NA,NA,NA,NA,NA,NA
6567,"Female","Non-Black, non-Hispanic",17,1,NA,1,1,7,1984,NA,NA,NA,NA
6568,"Female","Non-Black, non-Hispanic",17,2,NA,0,0,1,1984,NA,NA,NA,NA
6569,"Male","Non-Black, non-Hispanic",20,0,1,NA,1,NA,NA,NA,NA,NA,NA
6570,"Male","Non-Black, non-Hispanic",17,0,0,NA,0,NA,NA,NA,NA,NA,NA
6571,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
6572,"Female","Non-Black, non-Hispanic",15,2,NA,1,1,2,1983,NA,NA,NA,NA
6573,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,9,1983,NA,NA,NA,NA
6574,"Male","Black",12,2,1,NA,1,12,1985,2,1,0,2
6575,"Female","Black",12,1,NA,NA,NA,1,1981,NA,NA,NA,NA
6576,"Male","Black",12,1,1,NA,1,8,1994,4,1,0,1
6577,"Male","Non-Black, non-Hispanic",9,2,0,NA,0,12,1982,NA,NA,NA,NA
6578,"Female","Non-Black, non-Hispanic",8,2,NA,0,0,11,1981,NA,NA,NA,NA
6579,"Female","Non-Black, non-Hispanic",12,4,NA,0,0,11,1981,NA,NA,NA,NA
6580,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
6581,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
6582,"Male","Non-Black, non-Hispanic",10,1,0,NA,0,6,1983,NA,NA,NA,NA
6583,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,12,1981,NA,NA,NA,NA
6584,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,5,1987,NA,NA,NA,NA
6585,"Male","Non-Black, non-Hispanic",11,2,0,NA,0,6,1982,NA,NA,NA,NA
6586,"Female","Non-Black, non-Hispanic",9,2,NA,0,0,6,1982,NA,NA,NA,NA
6587,"Female","Black",9,4,NA,0,0,5,1974,NA,NA,NA,NA
6588,"Male","Non-Black, non-Hispanic",8,2,0,NA,0,9,1980,NA,NA,NA,NA
6589,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
6590,"Female","Non-Black, non-Hispanic",10,2,NA,0,0,8,1982,NA,NA,NA,NA
6591,"Female","Non-Black, non-Hispanic",8,4,NA,0,0,4,1980,NA,NA,NA,NA
6592,"Female","Non-Black, non-Hispanic",7,3,NA,0,0,3,1983,NA,NA,NA,NA
6593,"Male","Black",14,5,1,NA,1,6,1983,3,1,0,2
6594,"Male","Black",12,1,1,NA,1,8,1990,3,1,1,2
6595,"Male","Hispanic",14,2,0,NA,0,11,1984,5,1,0,1
6596,"Male","Black",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
6597,"Male","Black",16,0,0,NA,0,NA,NA,NA,NA,NA,NA
6598,"Male","Black",12,1,0,NA,0,4,1986,3,1,1,2
6599,"Female","Black",12,0,NA,0,0,NA,NA,2,1,0,1
6600,"Male","Black",11,0,0,NA,0,NA,NA,NA,NA,NA,NA
6601,"Male","Black",12,3,0,NA,0,7,1981,NA,NA,NA,NA
6602,"Female","Black",12,3,NA,1,1,5,1981,1,1,0,1
6603,"Male","Black",14,3,0,NA,0,3,1981,2,1,0,2
6604,"Female","Black",12,4,NA,0,0,6,1979,4,1,1,2
6605,"Female","Black",15,2,NA,1,1,6,1984,3,1,1,2
6606,"Female","Black",14,4,NA,1,1,5,1977,3,1,0,2
6607,"Male","Non-Black, non-Hispanic",18,2,0,NA,0,7,1984,NA,NA,NA,NA
6608,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,8,1982,NA,NA,NA,NA
6609,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,9,1982,NA,NA,NA,NA
6610,"Female","Non-Black, non-Hispanic",12,4,NA,0,0,10,1980,NA,NA,NA,NA
6611,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,1,1981,NA,NA,NA,NA
6612,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,4,1983,NA,NA,NA,NA
6613,"Female","Non-Black, non-Hispanic",16,2,NA,0,0,5,1988,NA,NA,NA,NA
6614,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,2,1985,NA,NA,NA,NA
6615,"Female","Non-Black, non-Hispanic",13,2,NA,0,0,10,1979,NA,NA,NA,NA
6616,"Female","Non-Black, non-Hispanic",16,0,NA,0,0,NA,NA,NA,NA,NA,NA
6617,"Male","Black",13,0,0,NA,0,NA,NA,2,1,0,2
6618,"Female","Non-Black, non-Hispanic",12,7,NA,1,1,8,1974,NA,NA,NA,NA
6619,"Female","Non-Black, non-Hispanic",16,0,NA,0,0,NA,NA,NA,NA,NA,NA
6620,"Male","Non-Black, non-Hispanic",8,2,1,NA,1,7,1985,NA,NA,NA,NA
6621,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
6622,"Female","Non-Black, non-Hispanic",14,3,NA,0,0,6,1982,NA,NA,NA,NA
6623,"Male","Non-Black, non-Hispanic",12,1,NA,NA,NA,1,1983,NA,NA,NA,NA
6624,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
6625,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,2,1982,NA,NA,NA,NA
6626,"Male","Non-Black, non-Hispanic",18,0,0,NA,0,NA,NA,NA,NA,NA,NA
6627,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,1,1990,NA,NA,NA,NA
6628,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,8,1978,NA,NA,NA,NA
6629,"Female","Non-Black, non-Hispanic",11,4,NA,0,0,10,1980,NA,NA,NA,NA
6630,"Female","Non-Black, non-Hispanic",12,2,NA,NA,NA,7,1983,NA,NA,NA,NA
6631,"Female","Non-Black, non-Hispanic",16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6632,"Male","Non-Black, non-Hispanic",14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6633,"Male","Non-Black, non-Hispanic",16,0,0,NA,0,NA,NA,NA,NA,NA,NA
6634,"Male","Non-Black, non-Hispanic",5,2,0,NA,0,9,1981,NA,NA,NA,NA
6635,"Male","Non-Black, non-Hispanic",9,1,0,NA,0,2,1990,NA,NA,NA,NA
6636,"Female","Non-Black, non-Hispanic",12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6637,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,10,1981,NA,NA,NA,NA
6638,"Female","Non-Black, non-Hispanic",10,2,NA,0,0,7,1977,NA,NA,NA,NA
6639,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,3,1987,NA,NA,NA,NA
6640,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,2,1980,NA,NA,NA,NA
6641,"Female","Non-Black, non-Hispanic",15,2,NA,1,1,2,1980,NA,NA,NA,NA
6642,"Female","Black",13,3,NA,NA,NA,10,1974,NA,NA,NA,NA
6643,"Female","Hispanic",17,3,NA,0,0,8,1972,3,1,1,2
6644,"Female","Hispanic",12,2,NA,1,1,6,1982,NA,NA,NA,NA
6645,"Female","Black",15,2,NA,1,1,8,1989,2,1,1,2
6646,"Female","Black",20,2,NA,1,1,1,1997,3,1,1,2
6647,"Female","Black",17,2,NA,0,0,10,1991,4,1,1,2
6648,"Male","Black",12,2,0,NA,0,12,1991,1,1,1,2
6649,"Male","Hispanic",14,0,1,NA,1,NA,NA,5,1,1,2
6650,"Male","Black",12,3,1,NA,1,4,1984,4,1,0,2
6651,"Female","Hispanic",12,2,NA,1,1,10,1984,2,1,1,2
6652,"Female","Hispanic",13,1,NA,1,1,3,1989,2,1,1,2
6653,"Male","Hispanic",12,2,NA,NA,NA,9,1979,NA,NA,NA,NA
6654,"Female","Hispanic",12,3,NA,0,0,9,1979,2,1,0,2
6655,"Female","Hispanic",13,0,NA,1,1,NA,NA,1,1,0,2
6656,"Male","Hispanic",15,0,1,NA,1,NA,NA,NA,NA,NA,NA
6657,"Male","Hispanic",14,2,NA,NA,NA,9,1977,NA,NA,NA,NA
6658,"Female","Hispanic",12,3,NA,1,1,10,1977,2,1,0,1
6659,"Female","Hispanic",14,2,NA,1,1,8,1979,2,1,1,2
6660,"Male","Hispanic",9,1,0,NA,0,10,1987,NA,NA,NA,NA
6661,"Male","Hispanic",12,3,1,NA,1,1,1983,3,1,0,2
6662,"Female","Hispanic",12,3,NA,0,0,9,1986,3,1,0,2
6663,"Female","Hispanic",20,0,NA,1,1,NA,NA,4,1,1,2
6664,"Female","Non-Black, non-Hispanic",10,1,NA,1,1,8,1979,NA,NA,NA,NA
6665,"Female","Black",13,2,NA,1,1,4,1980,NA,NA,NA,NA
6666,"Female","Black",13,1,NA,1,1,7,1990,3,1,0,2
6667,"Female","Black",13,2,NA,1,1,6,1984,NA,NA,NA,NA
6668,"Female","Black",15,2,NA,1,1,5,1987,2,1,1,1
6669,"Female","Black",12,3,NA,1,1,5,1983,NA,NA,NA,NA
6670,"Male","Black",12,2,1,NA,1,3,1986,3,1,1,2
6671,"Female","Black",12,6,NA,1,1,2,1980,NA,NA,0,2
6672,"Female","Black",12,3,NA,1,1,5,1977,5,1,1,1
6673,"Male","Hispanic",18,4,1,NA,1,3,1984,NA,NA,NA,NA
6674,"Female","Hispanic",16,3,NA,1,1,11,1980,4,1,1,1
6675,"Female","Hispanic",12,3,NA,1,1,11,1982,NA,NA,NA,NA
6676,"Female","Hispanic",16,3,NA,1,1,2,1979,4,1,1,2
6677,"Male","Black",12,5,1,NA,1,11,1987,3,1,0,2
6678,"Male","Black",11,0,0,NA,0,NA,NA,2,1,0,1
6679,"Male","Hispanic",12,1,1,NA,1,9,1988,3,1,0,2
6680,"Male","Hispanic",10,2,1,NA,1,6,1984,2,1,1,2
6681,"Male","Hispanic",12,1,0,NA,0,3,1991,4,1,0,2
6682,"Male","Hispanic",12,1,1,NA,1,1,1979,2,1,0,1
6683,"Female","Black",15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6684,"Female","Black",12,3,NA,1,1,10,1976,NA,NA,NA,NA
6685,"Female","Non-Black, non-Hispanic",9,1,NA,0,0,8,1980,NA,NA,NA,NA
6686,"Female","Non-Black, non-Hispanic",12,0,NA,0,0,NA,NA,NA,NA,NA,NA
6687,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,2,1990,NA,NA,NA,NA
6688,"Female","Non-Black, non-Hispanic",16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6689,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,7,1982,NA,NA,NA,NA
6690,"Male","Non-Black, non-Hispanic",12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6691,"Male","Non-Black, non-Hispanic",17,1,NA,NA,NA,1,1982,NA,NA,NA,NA
6692,"Female","Non-Black, non-Hispanic",16,2,NA,NA,NA,NA,1986,NA,NA,NA,NA
6693,"Female","Hispanic",16,2,NA,1,1,10,1987,4,1,1,2
6694,"Female","Hispanic",15,1,NA,1,1,5,1978,3,1,0,2
6695,"Female","Non-Black, non-Hispanic",8,2,NA,0,0,10,1983,NA,NA,NA,NA
6696,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,5,1983,NA,NA,NA,NA
6697,"Male","Black",12,0,NA,NA,NA,NA,NA,3,1,0,2
6698,"Male","Black",16,0,0,NA,0,NA,NA,3,1,0,1
6699,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,3,1983,NA,NA,NA,NA
6700,"Male","Non-Black, non-Hispanic",14,0,0,NA,0,NA,NA,NA,NA,NA,NA
6701,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
6702,"Male","Black",14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6703,"Female","Black",18,3,NA,1,1,6,1990,1,1,1,2
6704,"Female","Hispanic",7,3,NA,0,0,9,1980,3,1,0,2
6705,"Male","Hispanic",13,2,0,NA,0,12,1987,3,1,1,1
6706,"Male","Hispanic",14,2,NA,NA,NA,8,1989,3,1,1,2
6707,"Female","Black",14,3,NA,1,1,3,1992,4,1,1,2
6708,"Female","Black",19,1,NA,1,1,6,1998,2,1,0,2
6709,"Female","Black",12,3,NA,0,0,9,1981,2,1,1,2
6710,"Male","Black",12,2,0,NA,0,5,1981,1,1,0,2
6711,"Female","Hispanic",12,2,NA,1,1,7,1982,4,1,0,2
6712,"Female","Hispanic",16,2,NA,1,1,2,1989,5,1,0,1
6713,"Male","Hispanic",15,0,1,NA,1,NA,NA,3,1,0,2
6714,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,8,1979,NA,NA,NA,NA
6715,"Female","Hispanic",13,0,NA,NA,NA,NA,NA,3,1,0,1
6716,"Male","Black",12,2,1,NA,1,12,1980,3,1,0,2
6717,"Male","Black",12,5,1,NA,1,4,1977,1,1,0,2
6718,"Female","Black",11,1,NA,0,0,12,2002,3,1,0,2
6719,"Male","Black",8,2,0,NA,0,5,1983,1,1,0,2
6720,"Female","Black",13,1,NA,1,1,6,1983,2,1,1,1
6721,"Male","Black",12,3,0,NA,0,3,1981,3,1,0,2
6722,"Female","Black",12,1,NA,1,1,11,1976,3,1,0,1
6723,"Male","Black",13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6724,"Male","Black",14,1,1,NA,1,7,1979,3,1,1,1
6725,"Female","Hispanic",12,2,NA,1,1,9,1987,0,1,0,2
6726,"Female","Hispanic",15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6727,"Female","Hispanic",17,0,NA,1,1,NA,NA,1,1,1,2
6728,"Male","Black",13,0,1,NA,1,NA,NA,3,1,0,2
6729,"Male","Black",12,3,0,NA,0,2,1990,3,1,1,2
6730,"Female","Black",14,1,NA,1,1,9,1982,3,1,0,2
6731,"Female","Black",18,1,NA,1,1,2,1996,NA,NA,NA,NA
6732,"Male","Black",15,1,1,NA,1,1,1995,NA,NA,NA,NA
6733,"Male","Black",12,4,0,NA,0,10,1981,NA,NA,NA,NA
6734,"Female","Black",16,2,NA,1,1,6,1981,3,1,0,2
6735,"Male","Black",19,5,1,NA,1,10,1984,NA,NA,NA,NA
6736,"Male","Black",20,5,1,NA,1,6,1994,1,1,0,2
6737,"Female","Hispanic",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
6738,"Female","Hispanic",12,2,NA,1,1,6,1995,1,1,0,2
6739,"Male","Hispanic",9,4,0,NA,0,7,1993,4,1,1,2
6740,"Female","Hispanic",12,1,NA,0,0,11,1978,3,1,1,1
6741,"Female","Hispanic",12,1,NA,0,0,5,1988,4,1,0,2
6742,"Female","Hispanic",12,3,NA,1,1,7,1984,3,1,0,1
6743,"Male","Hispanic",12,2,1,NA,1,3,1986,NA,NA,NA,NA
6744,"Female","Hispanic",15,2,NA,1,1,1,1981,3,1,0,2
6745,"Female","Hispanic",14,2,NA,1,1,9,1986,4,1,1,2
6746,"Male","Black",13,1,1,NA,1,2,1980,3,1,0,2
6747,"Female","Black",13,2,NA,1,1,8,1982,NA,NA,NA,NA
6748,"Male","Black",12,2,0,NA,0,12,1983,2,1,1,2
6749,"Female","Black",13,4,NA,NA,NA,4,1979,4,1,1,1
6750,"Female","Black",17,0,NA,0,0,NA,NA,NA,NA,NA,NA
6751,"Male","Black",17,0,1,NA,1,NA,NA,5,1,1,2
6752,"Female","Black",14,5,NA,1,1,1,1980,2,1,1,2
6753,"Female","Black",17,2,NA,1,1,5,1985,NA,NA,NA,NA
6754,"Female","Black",19,0,NA,1,1,NA,NA,4,1,1,2
6755,"Female","Black",12,2,NA,1,1,12,1983,NA,NA,NA,NA
6756,"Female","Black",14,2,NA,1,1,7,1981,3,1,1,2
6757,"Female","Black",14,1,NA,1,1,2,1981,2,1,1,2
6758,"Female","Black",14,2,NA,0,0,4,1978,4,1,1,1
6759,"Male","Black",12,4,1,NA,1,3,1983,1,1,1,2
6760,"Male","Black",12,6,1,NA,1,1,1990,1,1,1,2
6761,"Female","Black",12,1,NA,1,1,12,1979,2,1,0,2
6762,"Male","Black",9,0,0,NA,0,NA,NA,NA,NA,NA,NA
6763,"Female","Hispanic",14,1,NA,1,1,2,2000,3,1,0,1
6764,"Male","Hispanic",12,0,1,NA,1,NA,NA,2,1,1,2
6765,"Female","Hispanic",12,2,NA,0,0,8,1987,1,1,0,2
6766,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
6767,"Female","Non-Black, non-Hispanic",15,2,NA,0,0,8,1987,NA,NA,NA,NA
6768,"Male","Hispanic",14,1,1,NA,1,9,1993,3,1,1,2
6769,"Male","Black",15,2,1,NA,1,6,1992,4,1,1,2
6770,"Male","Black",12,1,1,NA,1,10,1987,5,1,1,2
6771,"Male","Black",12,2,0,NA,0,2,1979,NA,NA,NA,NA
6772,"Female","Hispanic",8,2,NA,0,0,2,1979,4,1,0,2
6773,"Female","Hispanic",12,3,NA,0,0,2,1978,1,1,0,2
6774,"Female","Hispanic",14,5,NA,1,1,12,1982,2,1,1,2
6775,"Male","Hispanic",12,0,0,NA,0,NA,NA,2,1,0,1
6776,"Male","Hispanic",19,2,0,NA,0,4,1988,5,1,1,2
6777,"Female","Hispanic",13,3,NA,1,1,8,1982,NA,NA,0,1
6778,"Male","Hispanic",12,3,1,NA,1,2,1983,NA,NA,NA,NA
6779,"Male","Black",14,1,1,NA,1,6,1989,4,1,0,2
6780,"Female","Hispanic",9,2,NA,0,0,1,1986,1,1,0,2
6781,"Male","Black",12,1,1,NA,1,10,1993,NA,NA,NA,NA
6782,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,NA,NA,NA,NA
6783,"Female","Hispanic",15,2,NA,1,1,4,1982,1,1,1,2
6784,"Male","Hispanic",13,2,1,NA,1,9,1999,NA,NA,NA,NA
6785,"Male","Hispanic",10,0,1,NA,1,NA,NA,1,1,0,2
6786,"Male","Hispanic",9,2,1,NA,1,5,1980,0,1,0,2
6787,"Female","Hispanic",12,4,NA,1,1,1,1975,1,1,0,2
6788,"Female","Hispanic",9,4,NA,NA,NA,8,1979,3,1,0,2
6789,"Male","Hispanic",12,4,1,NA,1,6,1978,2,1,0,1
6790,"Male","Hispanic",11,10,0,NA,0,1,1980,3,1,0,1
6791,"Male","Hispanic",12,4,1,NA,1,2,1987,NA,NA,NA,NA
6792,"Male","Hispanic",12,1,1,NA,1,7,1988,4,1,1,2
6793,"Female","Hispanic",9,0,NA,0,0,NA,NA,NA,NA,NA,NA
6794,"Male","Hispanic",12,1,1,NA,1,7,1984,NA,NA,NA,NA
6795,"Male","Hispanic",14,5,1,NA,1,6,1987,4,1,0,1
6796,"Male","Hispanic",12,2,NA,NA,NA,9,1980,2,1,1,2
6797,"Female","Hispanic",9,1,NA,NA,NA,11,1978,NA,NA,NA,NA
6798,"Female","Hispanic",7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6799,"Male","Black",12,2,1,NA,1,6,1991,3,1,0,2
6800,"Male","Hispanic",13,2,1,NA,1,4,1987,5,1,1,2
6801,"Male","Hispanic",14,0,0,NA,0,NA,NA,3,1,0,1
6802,"Male","Black",15,0,1,NA,1,NA,NA,4,1,1,2
6803,"Male","Hispanic",13,3,1,NA,1,2,1981,4,1,1,2
6804,"Female","Black",3,0,NA,0,0,NA,NA,3,1,0,2
6805,"Male","Hispanic",13,3,1,NA,1,4,1983,3,1,1,2
6806,"Male","Hispanic",12,3,0,NA,0,9,1981,2,1,1,1
6807,"Female","Hispanic",12,3,NA,0,0,3,1980,2,1,1,2
6808,"Male","Hispanic",12,2,0,NA,0,5,1980,5,1,0,2
6809,"Male","Hispanic",12,1,1,NA,1,2,1989,NA,NA,NA,NA
6810,"Female","Hispanic",10,1,NA,0,0,10,1981,NA,NA,NA,NA
6811,"Male","Hispanic",14,2,0,NA,0,2,1989,NA,NA,NA,NA
6812,"Female","Hispanic",15,0,NA,1,1,NA,NA,2,1,0,2
6813,"Male","Black",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
6814,"Female","Black",13,1,NA,1,1,11,1986,NA,NA,NA,NA
6815,"Male","Hispanic",16,3,1,NA,1,3,1998,1,1,0,2
6816,"Female","Hispanic",16,2,NA,0,0,7,1985,3,1,1,2
