"id","sex","race_ethnicity","education","completed_fertility","birth_control_education_male","birth_control_education_female","birth_control_education","first_birth_month","first_birth_year","fin_lit_score_mean","fin_lit_waves","ever_emergency_savings","emergency_savings_waves"
1242,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,7,1991,3,1,0,2
1243,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,12,1986,4,1,0,2
1244,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,8,1982,2,1,0,2
1245,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,6,1981,1,1,1,2
1246,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,10,1984,1,1,0,2
1247,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,3,1,0,1
1248,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
1249,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,12,1979,4,1,1,2
1250,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,12,1979,2,1,1,1
1251,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,9,1981,NA,NA,NA,NA
1252,"Female","Non-Black, non-Hispanic",19,0,NA,0,0,NA,NA,4,1,1,2
1253,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,10,1987,3,1,1,2
1254,"Female","Non-Black, non-Hispanic",12,4,NA,1,1,5,1984,NA,NA,NA,NA
1255,"Female","Non-Black, non-Hispanic",18,1,NA,1,1,11,1997,NA,NA,NA,NA
1256,"Male","Non-Black, non-Hispanic",13,2,0,NA,0,5,1992,4,1,1,2
1257,"Male","Non-Black, non-Hispanic",12,4,0,NA,0,2,1986,4,1,0,2
1258,"Female","Non-Black, non-Hispanic",14,4,NA,0,0,5,1985,4,1,1,2
1259,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,10,1983,3,1,1,2
1260,"Male","Non-Black, non-Hispanic",9,2,1,NA,1,5,1987,0,1,0,2
1261,"Female","Non-Black, non-Hispanic",14,1,NA,1,1,12,1989,5,1,1,2
1262,"Female","Non-Black, non-Hispanic",18,0,NA,1,1,NA,NA,3,1,1,2
1263,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,2,1985,3,1,0,1
1264,"Male","Non-Black, non-Hispanic",12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,12,1989,4,1,0,1
1266,"Male","Non-Black, non-Hispanic",14,2,NA,NA,NA,4,1984,4,1,1,2
1267,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,8,1985,4,1,0,1
1268,"Male","Non-Black, non-Hispanic",16,3,1,NA,1,11,1982,NA,NA,NA,NA
1269,"Female","Black",15,3,NA,1,1,2,1982,2,1,0,1
1270,"Female","Black",18,2,NA,1,1,10,1993,2,1,1,2
1271,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,11,1987,NA,NA,NA,NA
1272,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,4,1989,5,1,1,2
1273,"Male","Non-Black, non-Hispanic",13,2,1,NA,1,10,1987,NA,NA,NA,NA
1274,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,4,1,0,1
1275,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,5,1985,NA,NA,NA,NA
1276,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,5,1,0,2
1277,"Female","Non-Black, non-Hispanic",17,1,NA,1,1,3,1991,NA,NA,NA,NA
1278,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,11,1991,NA,NA,1,1
1279,"Female","Non-Black, non-Hispanic",15,3,NA,1,1,10,1983,3,1,0,1
1280,"Male","Non-Black, non-Hispanic",12,6,1,NA,1,6,1980,2,1,1,2
1281,"Female","Non-Black, non-Hispanic",18,0,NA,1,1,NA,NA,4,1,1,2
1282,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,1,1992,NA,NA,0,2
1283,"Female","Non-Black, non-Hispanic",18,0,NA,1,1,NA,NA,3,1,1,2
1284,"Male","Non-Black, non-Hispanic",9,2,0,NA,0,8,1990,NA,NA,NA,NA
1285,"Female","Non-Black, non-Hispanic",8,0,NA,0,0,NA,NA,2,1,0,1
1286,"Female","Black",16,2,NA,1,1,9,1988,1,1,0,2
1287,"Male","Black",14,1,1,NA,1,3,1998,4,1,1,2
1288,"Male","Black",14,4,1,NA,1,6,1977,2,1,0,1
1289,"Male","Black",12,3,1,NA,1,9,1980,2,1,1,2
1290,"Female","Black",14,2,NA,0,0,6,1975,3,1,0,2
1291,"Male","Black",13,1,1,NA,1,10,1978,2,1,1,2
1292,"Male","Black",12,4,1,NA,1,10,1986,4,1,0,2
1293,"Female","Black",16,3,NA,0,0,12,1974,5,1,1,2
1294,"Male","Black",15,2,0,NA,0,6,1986,4,1,1,2
1295,"Female","Black",9,4,NA,0,0,7,1988,NA,NA,NA,NA
1296,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,5,1985,2,1,0,2
1297,"Female","Black",11,3,NA,0,0,11,1977,NA,NA,NA,NA
1298,"Female","Black",15,2,NA,1,1,6,1983,NA,NA,NA,NA
1299,"Female","Black",18,0,NA,1,1,NA,NA,NA,NA,NA,NA
1300,"Male","Non-Black, non-Hispanic",12,3,0,NA,0,11,1988,2,1,0,2
1301,"Male","Non-Black, non-Hispanic",14,4,0,NA,0,8,1979,2,1,1,1
1302,"Female","Non-Black, non-Hispanic",8,1,NA,0,0,8,1979,2,1,1,2
1303,"Male","Non-Black, non-Hispanic",18,2,0,NA,0,5,1992,5,1,1,2
1304,"Female","Non-Black, non-Hispanic",16,3,NA,0,0,8,1986,NA,NA,NA,NA
1305,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,8,1986,NA,NA,NA,NA
1306,"Female","Non-Black, non-Hispanic",12,4,NA,0,0,10,1982,3,1,0,2
1307,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,3,1,0,2
1308,"Female","Black",12,3,NA,0,0,11,1977,2,1,0,1
1309,"Male","Non-Black, non-Hispanic",13,0,1,NA,1,NA,NA,NA,NA,NA,NA
1310,"Female","Non-Black, non-Hispanic",18,3,NA,1,1,9,1992,5,1,1,1
1311,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,1,1990,4,1,0,2
1312,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,10,1977,3,1,1,2
1313,"Female","Black",12,2,NA,0,0,11,1981,3,1,0,2
1314,"Male","Black",11,3,0,NA,0,6,1984,1,1,0,2
1315,"Male","Non-Black, non-Hispanic",15,2,1,NA,1,8,1991,4,1,1,2
1316,"Male","Non-Black, non-Hispanic",9,2,1,NA,1,10,1983,1,1,1,2
1317,"Male","Non-Black, non-Hispanic",8,0,0,NA,0,NA,NA,NA,NA,NA,NA
1318,"Male","Non-Black, non-Hispanic",8,0,0,NA,0,NA,NA,2,1,1,2
1319,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,3,1,1,2
1320,"Male","Non-Black, non-Hispanic",13,2,1,NA,1,12,1985,5,1,1,2
1321,"Male","Non-Black, non-Hispanic",13,2,0,NA,0,7,1984,4,1,0,2
1322,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,6,1985,NA,NA,NA,NA
1323,"Female","Non-Black, non-Hispanic",17,2,NA,1,1,8,1992,3,1,1,2
1324,"Female","Non-Black, non-Hispanic",15,5,NA,1,1,6,1986,3,1,1,2
1325,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,4,1,1,2
1326,"Female","Non-Black, non-Hispanic",16,2,NA,0,0,3,1998,2,1,1,2
1327,"Female","Non-Black, non-Hispanic",13,2,NA,0,0,1,1987,5,1,0,2
1328,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,1,1987,NA,NA,NA,NA
1329,"Male","Non-Black, non-Hispanic",9,1,0,NA,0,9,1983,2,1,0,2
1330,"Male","Non-Black, non-Hispanic",10,2,0,NA,0,10,1984,2,1,0,2
1331,"Male","Non-Black, non-Hispanic",16,0,0,NA,0,NA,NA,NA,NA,NA,NA
1332,"Male","Non-Black, non-Hispanic",18,0,0,NA,0,NA,NA,NA,NA,NA,NA
1333,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
1334,"Female","Non-Black, non-Hispanic",12,0,NA,0,0,NA,NA,NA,NA,NA,NA
1335,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,8,1995,NA,NA,NA,NA
1336,"Female","Non-Black, non-Hispanic",12,4,NA,0,0,12,1979,NA,NA,NA,NA
1337,"Male","Non-Black, non-Hispanic",8,3,0,NA,0,12,1976,3,1,0,1
1338,"Male","Non-Black, non-Hispanic",13,0,1,NA,1,NA,NA,5,1,1,2
1339,"Female","Non-Black, non-Hispanic",12,0,NA,0,0,NA,NA,1,1,0,2
1340,"Male","Non-Black, non-Hispanic",12,3,0,NA,0,7,1979,NA,NA,NA,NA
1341,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,7,1979,3,1,0,2
1342,"Male","Non-Black, non-Hispanic",9,2,0,NA,0,3,1980,4,1,0,2
1343,"Female","Non-Black, non-Hispanic",14,2,NA,0,0,3,1980,4,1,0,1
1344,"Female","Non-Black, non-Hispanic",18,0,NA,0,0,NA,NA,3,1,1,1
1345,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,6,1981,3,1,0,1
1346,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,8,1988,NA,NA,NA,NA
1347,"Female","Non-Black, non-Hispanic",16,1,NA,0,0,1,2007,3,1,1,2
1348,"Female","Non-Black, non-Hispanic",20,4,NA,0,0,7,1992,4,1,1,2
1349,"Male","Non-Black, non-Hispanic",13,3,0,NA,0,11,1988,3,1,0,1
1350,"Male","Non-Black, non-Hispanic",13,3,1,NA,1,1,1984,4,1,0,2
1351,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,4,1,0,2
1352,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,10,1980,3,1,0,2
1353,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,10,1984,3,1,0,1
1354,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,7,2001,4,1,1,2
1355,"Male","Non-Black, non-Hispanic",16,0,0,NA,0,NA,NA,NA,NA,NA,NA
1356,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,11,1990,2,1,0,1
1357,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,10,1991,3,1,1,2
1358,"Male","Non-Black, non-Hispanic",14,1,0,NA,0,6,1990,4,1,1,2
1359,"Female","Non-Black, non-Hispanic",18,3,NA,0,0,5,1987,4,1,0,2
1360,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,12,1988,2,1,1,2
1361,"Female","Non-Black, non-Hispanic",13,2,NA,1,1,12,1983,4,1,1,1
1362,"Female","Non-Black, non-Hispanic",20,2,NA,0,0,4,1993,5,1,1,2
1363,"Male","Non-Black, non-Hispanic",16,0,0,NA,0,NA,NA,5,1,1,1
1364,"Male","Non-Black, non-Hispanic",16,1,1,NA,1,2,1992,NA,NA,NA,NA
1365,"Female","Non-Black, non-Hispanic",13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,10,1997,4,1,0,2
1367,"Male","Non-Black, non-Hispanic",16,2,0,NA,0,5,1991,4,1,0,2
1368,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,1,1990,5,1,1,2
1369,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,4,1999,2,1,1,2
1370,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,2,1991,1,1,0,2
1371,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,1,1,0,2
1372,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,9,1988,5,1,1,2
1373,"Male","Non-Black, non-Hispanic",13,0,1,NA,1,NA,NA,NA,NA,NA,NA
1374,"Female","Non-Black, non-Hispanic",16,2,NA,0,0,5,1996,4,1,1,2
1375,"Female","Black",15,2,NA,0,0,7,1987,4,1,0,2
1376,"Female","Black",17,3,NA,0,0,4,1975,2,1,0,2
1377,"Female","Black",19,2,NA,1,1,8,1980,2,1,0,2
1378,"Female","Black",15,1,NA,0,0,8,1990,2,1,0,2
1379,"Male","Black",15,3,0,NA,0,8,1992,4,1,1,2
1380,"Female","Black",12,0,NA,0,0,NA,NA,NA,NA,NA,NA
1381,"Female","Black",12,3,NA,0,0,12,1982,2,1,0,2
1382,"Female","Black",15,1,NA,0,0,4,1989,3,1,0,1
1383,"Male","Black",12,2,0,NA,0,8,1988,3,1,0,2
1384,"Male","Black",12,3,0,NA,0,7,1985,3,1,0,2
1385,"Female","Black",13,1,NA,1,1,3,1990,3,1,0,2
1386,"Male","Black",12,2,1,NA,1,3,1982,4,1,1,2
1387,"Male","Black",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
1388,"Female","Black",12,4,NA,1,1,10,1983,3,1,0,1
1389,"Female","Black",19,2,NA,1,1,11,1988,3,1,1,2
1390,"Male","Black",12,4,1,NA,1,2,1987,4,1,0,2
1391,"Female","Black",10,3,NA,1,1,10,1977,NA,NA,NA,NA
1392,"Female","Non-Black, non-Hispanic",7,0,NA,0,0,NA,NA,3,1,0,2
1393,"Male","Non-Black, non-Hispanic",15,2,0,NA,0,1,1980,4,1,1,2
1394,"Female","Non-Black, non-Hispanic",16,2,NA,0,0,1,1980,3,1,1,2
1395,"Female","Non-Black, non-Hispanic",20,0,NA,1,1,NA,NA,3,1,0,2
1396,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
1397,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,10,1977,3,1,0,1
1398,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,5,1978,1,1,0,2
1399,"Female","Hispanic",14,2,NA,1,1,12,1987,5,1,1,2
1400,"Female","Hispanic",8,4,NA,0,0,8,1980,NA,NA,0,1
1401,"Female","Hispanic",8,7,NA,0,0,4,1975,3,1,0,2
1402,"Female","Hispanic",17,1,NA,0,0,5,1992,4,1,1,2
1403,"Male","Hispanic",20,0,0,NA,0,NA,NA,NA,NA,NA,NA
1404,"Male","Hispanic",14,2,1,NA,1,9,1997,3,1,1,2
1405,"Male","Hispanic",9,2,0,NA,0,5,1989,3,1,0,2
1406,"Female","Hispanic",13,6,NA,0,0,7,1978,NA,NA,NA,NA
1407,"Female","Non-Black, non-Hispanic",12,1,NA,NA,NA,3,1989,NA,NA,NA,NA
1408,"Male","Non-Black, non-Hispanic",14,1,0,NA,0,11,1987,4,1,1,2
1409,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,8,1983,3,1,0,2
1410,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,7,1980,NA,NA,NA,NA
1411,"Female","Non-Black, non-Hispanic",14,1,NA,0,0,12,1983,3,1,0,2
1412,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,3,1982,4,1,1,1
1413,"Male","Hispanic",11,7,0,NA,0,9,1981,1,1,0,2
1414,"Female","Hispanic",8,5,NA,0,0,3,1976,NA,NA,NA,NA
1415,"Female","Hispanic",12,7,NA,0,0,9,1977,4,1,0,2
1416,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,7,1979,3,1,1,1
1417,"Male","Non-Black, non-Hispanic",12,8,1,NA,1,5,1985,1,1,0,1
1418,"Male","Hispanic",12,3,1,NA,1,7,1987,3,1,0,2
1419,"Female","Hispanic",14,2,NA,1,1,9,1980,3,1,1,2
1420,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,3,1,0,1
1421,"Female","Non-Black, non-Hispanic",13,2,NA,NA,NA,12,1984,NA,NA,NA,NA
1422,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
1423,"Female","Non-Black, non-Hispanic",12,5,NA,1,1,1,1978,5,1,1,2
1424,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,2,1982,3,1,0,1
1425,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,5,1990,4,1,1,1
1426,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,5,1998,2,1,1,2
1427,"Female","Non-Black, non-Hispanic",14,0,NA,1,1,NA,NA,5,1,1,2
1428,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,5,1989,NA,NA,NA,NA
1429,"Male","Non-Black, non-Hispanic",16,0,0,NA,0,NA,NA,4,1,0,2
1430,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,4,1,1,2
1431,"Male","Non-Black, non-Hispanic",12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1432,"Male","Black",16,2,0,NA,0,9,1988,2,1,1,2
1433,"Male","Black",17,2,0,NA,0,11,1989,3,1,1,2
1434,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,1,1982,2,1,0,2
1435,"Female","Black",12,3,NA,0,0,3,1986,2,1,0,2
1436,"Female","Black",11,3,NA,0,0,4,1983,4,1,0,2
1437,"Female","Black",10,3,NA,0,0,1,1983,NA,NA,NA,NA
1438,"Female","Black",12,3,NA,1,1,2,1977,3,1,0,2
1439,"Female","Black",14,1,NA,0,0,5,1991,2,1,0,2
1440,"Female","Black",13,4,NA,0,0,8,1980,5,1,0,2
1441,"Female","Hispanic",7,0,NA,0,0,NA,NA,2,1,1,2
1442,"Female","Hispanic",12,2,NA,1,1,11,1986,4,1,1,2
1443,"Female","Non-Black, non-Hispanic",19,3,NA,1,1,3,1983,3,1,0,2
1444,"Female","Hispanic",13,0,NA,1,1,NA,NA,NA,NA,NA,NA
1445,"Female","Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
1446,"Female","Black",16,3,NA,0,0,10,1983,2,1,0,2
1447,"Male","Non-Black, non-Hispanic",13,0,1,NA,1,NA,NA,NA,NA,NA,NA
1448,"Male","Black",13,0,1,NA,1,NA,NA,NA,NA,NA,NA
1449,"Male","Hispanic",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
1450,"Male","Hispanic",9,2,0,NA,0,4,1986,2,1,0,1
1451,"Female","Hispanic",8,3,NA,0,0,8,1979,2,1,0,2
1452,"Male","Hispanic",8,4,0,NA,0,5,1983,NA,NA,NA,NA
1453,"Male","Non-Black, non-Hispanic",16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1454,"Female","Hispanic",12,2,NA,1,1,7,1983,NA,NA,NA,NA
1455,"Female","Non-Black, non-Hispanic",7,4,NA,0,0,2,1973,1,1,0,1
1456,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,7,1984,5,1,0,2
1457,"Male","Non-Black, non-Hispanic",12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,3,2000,3,1,0,1
1459,"Female","Non-Black, non-Hispanic",14,1,NA,1,1,4,1983,4,1,1,2
1460,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,12,1988,NA,NA,NA,NA
1461,"Male","Non-Black, non-Hispanic",13,0,1,NA,1,NA,NA,2,1,0,1
1462,"Male","Non-Black, non-Hispanic",12,3,0,NA,0,9,1979,NA,NA,NA,NA
1463,"Female","Non-Black, non-Hispanic",13,0,NA,1,1,NA,NA,NA,NA,NA,NA
1464,"Male","Non-Black, non-Hispanic",12,3,0,NA,0,11,1982,2,1,1,2
1465,"Female","Non-Black, non-Hispanic",8,1,NA,1,1,10,1984,3,1,1,2
1466,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,3,1990,NA,NA,NA,NA
1467,"Female","Non-Black, non-Hispanic",7,1,NA,0,0,10,1996,NA,NA,NA,NA
1468,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,3,1,1,2
1469,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,6,1975,3,1,1,2
1470,"Female","Non-Black, non-Hispanic",18,2,NA,0,0,1,1978,4,1,0,2
1471,"Male","Non-Black, non-Hispanic",8,2,NA,NA,NA,1,1978,3,1,0,2
1472,"Female","Non-Black, non-Hispanic",13,4,NA,0,0,11,1987,NA,NA,0,1
1473,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,12,1983,3,1,1,1
1474,"Female","Non-Black, non-Hispanic",14,2,NA,0,0,7,1981,1,1,1,1
1475,"Male","Non-Black, non-Hispanic",14,2,NA,NA,NA,12,1986,NA,NA,NA,NA
1476,"Male","Non-Black, non-Hispanic",13,2,1,NA,1,5,1991,NA,NA,NA,NA
1477,"Male","Non-Black, non-Hispanic",16,3,1,NA,1,5,1984,3,1,1,1
1478,"Female","Non-Black, non-Hispanic",13,2,NA,NA,NA,12,1985,3,1,0,2
1479,"Male","Non-Black, non-Hispanic",18,2,1,NA,1,3,1994,3,1,1,2
1480,"Male","Black",14,0,1,NA,1,NA,NA,3,1,1,2
1481,"Male","Black",16,4,1,NA,1,9,1980,3,1,0,2
1482,"Female","Black",14,3,NA,1,1,2,1976,3,1,1,2
1483,"Female","Black",12,0,NA,0,0,NA,NA,4,1,1,2
1484,"Female","Black",13,1,NA,0,0,9,1981,4,1,0,2
1485,"Male","Black",11,0,0,NA,0,NA,NA,3,1,0,2
1486,"Male","Black",12,4,0,NA,0,8,1975,5,1,1,2
1487,"Female","Black",13,0,NA,1,1,NA,NA,3,1,0,2
1488,"Male","Black",12,1,0,NA,0,3,1988,2,1,0,2
1489,"Female","Black",12,4,NA,1,1,10,1980,1,1,1,2
1490,"Female","Black",12,1,NA,1,1,9,1983,3,1,1,2
1491,"Female","Black",13,2,NA,1,1,9,1980,3,1,0,2
1492,"Male","Non-Black, non-Hispanic",14,1,1,NA,1,10,1987,3,1,0,1
1493,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,7,1981,3,1,1,2
1494,"Female","Non-Black, non-Hispanic",13,3,NA,0,0,8,1980,NA,NA,NA,NA
1495,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,10,1977,1,1,1,2
1496,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,5,1990,4,1,1,2
1497,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
1498,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,7,1989,NA,NA,NA,NA
1499,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,6,1983,4,1,0,2
1500,"Male","Non-Black, non-Hispanic",12,3,0,NA,0,3,1981,1,1,1,2
1501,"Male","Non-Black, non-Hispanic",17,4,1,NA,1,1,1989,4,1,1,2
1502,"Female","Non-Black, non-Hispanic",16,4,NA,1,1,8,1990,4,1,1,2
1503,"Male","Non-Black, non-Hispanic",20,3,0,NA,0,8,1993,4,1,1,1
1504,"Male","Non-Black, non-Hispanic",18,2,1,NA,1,11,1987,5,1,1,2
1505,"Male","Non-Black, non-Hispanic",15,1,0,NA,0,6,1997,5,1,1,2
1506,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,9,1980,1,1,0,1
1507,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,4,1985,4,1,0,2
1508,"Male","Non-Black, non-Hispanic",14,2,1,NA,1,6,1987,2,1,0,1
1509,"Male","Non-Black, non-Hispanic",17,0,1,NA,1,NA,NA,4,1,1,2
1510,"Female","Non-Black, non-Hispanic",16,0,NA,0,0,NA,NA,4,1,0,2
1511,"Female","Non-Black, non-Hispanic",18,0,NA,0,0,NA,NA,2,1,1,2
1512,"Female","Non-Black, non-Hispanic",15,2,NA,0,0,6,1989,5,1,1,2
1513,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,NA,NA,NA,NA
1514,"Female","Non-Black, non-Hispanic",13,0,NA,1,1,NA,NA,5,1,0,2
1515,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,5,1988,3,1,0,2
1516,"Female","Black",12,0,NA,1,1,NA,NA,2,1,0,1
1517,"Female","Black",12,3,NA,0,0,3,1976,NA,NA,NA,NA
1518,"Male","Black",12,2,1,NA,1,4,1992,NA,NA,NA,NA
1519,"Female","Black",12,3,NA,0,0,2,1978,2,1,1,2
1520,"Male","Black",12,3,1,NA,1,10,1982,3,1,0,2
1521,"Male","Black",12,2,1,NA,1,9,1980,NA,NA,NA,NA
1522,"Female","Black",16,1,NA,0,0,11,1989,3,1,1,2
1523,"Male","Black",12,1,0,NA,0,3,1998,NA,NA,NA,NA
1524,"Female","Black",9,3,NA,1,1,1,1980,2,1,0,1
1525,"Female","Non-Black, non-Hispanic",12,5,NA,0,0,8,1976,3,1,0,2
1526,"Male","Non-Black, non-Hispanic",13,4,1,NA,1,8,1976,NA,NA,NA,NA
1527,"Male","Black",12,4,0,NA,0,2,1975,4,1,0,2
1528,"Male","Black",12,3,0,NA,0,3,1986,3,1,0,2
1529,"Female","Black",13,0,NA,NA,NA,NA,NA,2,1,1,2
1530,"Female","Black",15,0,NA,0,0,NA,NA,3,1,1,2
1531,"Female","Non-Black, non-Hispanic",12,1,NA,0,0,8,1981,3,1,1,2
1532,"Female","Non-Black, non-Hispanic",12,4,NA,1,1,1,1982,NA,NA,NA,NA
1533,"Female","Hispanic",12,2,NA,1,1,9,1983,4,1,0,2
1534,"Female","Hispanic",14,2,NA,0,0,12,1981,2,1,1,1
1535,"Male","Hispanic",9,0,1,NA,1,NA,NA,NA,NA,NA,NA
1536,"Male","Hispanic",10,1,0,NA,0,1,1985,NA,NA,NA,NA
1537,"Male","Hispanic",12,3,1,NA,1,12,1981,2,1,0,2
1538,"Female","Hispanic",18,2,NA,0,0,1,1985,2,1,0,1
1539,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,12,1983,3,1,1,1
1540,"Female","Hispanic",16,1,NA,1,1,10,2003,4,1,0,1
1541,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,8,1983,4,1,1,2
1542,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,3,1978,NA,NA,0,2
1543,"Male","Non-Black, non-Hispanic",10,0,1,NA,1,NA,NA,NA,NA,NA,NA
1544,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,2,1979,NA,NA,NA,NA
1545,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,3,1985,NA,NA,NA,NA
1546,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,9,1981,3,1,1,2
1547,"Male","Non-Black, non-Hispanic",11,2,0,NA,0,2,1978,4,1,0,2
1548,"Female","Non-Black, non-Hispanic",10,2,NA,0,0,2,1978,2,1,1,2
1549,"Female","Non-Black, non-Hispanic",12,4,NA,0,0,11,1982,2,1,0,1
1550,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
1551,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,6,1980,2,1,0,1
1552,"Female","Non-Black, non-Hispanic",16,1,NA,1,1,5,1977,3,1,0,1
1553,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,3,1988,4,1,1,2
1554,"Male","Non-Black, non-Hispanic",12,5,1,NA,1,1,1982,3,1,0,2
1555,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,4,1,1,2
1556,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,3,1990,4,1,1,2
1557,"Male","Non-Black, non-Hispanic",12,4,1,NA,1,3,1984,4,1,1,2
1558,"Female","Non-Black, non-Hispanic",14,1,NA,1,1,4,1983,2,1,0,2
1559,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,2,1977,2,1,1,1
1560,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,11,1983,2,1,0,1
1561,"Male","Hispanic",15,1,1,NA,1,6,1987,5,1,1,1
1562,"Female","Non-Black, non-Hispanic",16,1,NA,0,0,1,1982,NA,NA,NA,NA
